cve_id,matched_keyword,published,cvss_score,cvss_vector,cvss_version,cvss_source,reference_count,sample_cpe,description,nvd_url,tier,package,installed_version,expected_vulnerable,source_advisory_url,notes
CVE-2020-15257,containerd,01-12-2020,5.2,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,cvssMetricV31,security-advisories@github.com,12,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,"containerd is an industry-standard container runtime and is available as a daemon for Linux and Windows. In containerd before versions 1.3.9 and 1.4.3, the containerd-shim API is improperly exposed to host network containers. Access controls for the ",https://nvd.nist.gov/vuln/detail/CVE-2020-15257,easy(suggested),,,,,
CVE-2021-43816,containerd,05-01-2022,8,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H,cvssMetricV31,security-advisories@github.com,12,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,"containerd is an open source container runtime. On installations using SELinux, such as EL8 (CentOS, RHEL), Fedora, or SUSE MicroOS, with containerd since v1.5.0-beta.0 as the backing container runtime interface (CRI), an unprivileged pod scheduled t",https://nvd.nist.gov/vuln/detail/CVE-2021-43816,easy(suggested),,,,,
CVE-2023-31490,frr,09-05-2023,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,12,cpe:2.3:a:frrouting:frrouting:8.4.2:*:*:*:*:*:*:*,An issue found in Frrouting bgpd v.8.4.2 allows a remote attacker to cause a denial of service via the bgp_attr_psid_sub() function.,https://nvd.nist.gov/vuln/detail/CVE-2023-31490,easy(suggested),,,,,
CVE-2023-41358,frr,29-08-2023,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,12,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,An issue was discovered in FRRouting FRR through 9.0. bgpd/bgp_packet.c processes NLRIs if the attribute length is zero.,https://nvd.nist.gov/vuln/detail/CVE-2023-41358,easy(suggested),,,,,
CVE-2016-7935,rtp,28-01-2017,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,12,cpe:2.3:a:tcpdump:tcpdump:*:*:*:*:*:*:*:*,The RTP parser in tcpdump before 4.9.0 has a buffer overflow in print-udp.c:rtp_print().,https://nvd.nist.gov/vuln/detail/CVE-2016-7935,easy(suggested),,,,,
CVE-2022-26126,frr,03-03-2022,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,11,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,Buffer overflow vulnerabilities exist in FRRouting through 8.1.0 due to the use of strdup with a non-zero-terminated binary string in isis_nb_notifications.c.,https://nvd.nist.gov/vuln/detail/CVE-2022-26126,easy(suggested),,,,,
CVE-2015-7528,kubernetes,11-04-2016,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,cvssMetricV30,nvd@nist.gov,10,cpe:2.3:a:kubernetes:kubernetes:*:alpha.4:*:*:*:*:*:*,Kubernetes before 1.2.0-alpha.5 allows remote attackers to read arbitrary pod logs via a container name.,https://nvd.nist.gov/vuln/detail/CVE-2015-7528,easy(suggested),,,,,
CVE-2019-9946,kubernetes,02-04-2019,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,cvssMetricV30,nvd@nist.gov,10,cpe:2.3:a:cncf:portmap:*:*:*:*:*:container_networking_interface:*:*,"Cloud Native Computing Foundation (CNCF) CNI (Container Networking Interface) 0.7.4 has a network firewall misconfiguration which affects Kubernetes. The CNI 'portmap' plugin, used to setup HostPorts for CNI, inserts rules at the front of the iptable",https://nvd.nist.gov/vuln/detail/CVE-2019-9946,easy(suggested),,,,,
CVE-2019-11250,kubernetes,29-08-2019,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,cvssMetricV31,nvd@nist.gov,10,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"The Kubernetes client-go library logs request headers at verbosity levels of 7 or higher. This can disclose credentials to unauthorized users via logs or command output. Kubernetes components (such as kube-apiserver) prior to v1.16.0, which make use ",https://nvd.nist.gov/vuln/detail/CVE-2019-11250,easy(suggested),,,,,
CVE-2020-15157,containerd,16-10-2020,6.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:N/A:N,cvssMetricV31,security-advisories@github.com,10,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,In containerd (an industry-standard container runtime) before version 1.2.14 there is a credential leaking vulnerability. If a container image manifest in the OCI Image format or Docker Image V2 Schema 2 format includes a URL for the location of a sp,https://nvd.nist.gov/vuln/detail/CVE-2020-15157,easy(suggested),,,,,
CVE-2021-32760,containerd,19-07-2021,5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:L,cvssMetricV31,security-advisories@github.com,10,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,containerd is a container runtime. A bug was found in containerd versions prior to 1.4.8 and 1.5.4 where pulling and extracting a specially-crafted container image can result in Unix file permission changes for existing files in the host’s filesystem,https://nvd.nist.gov/vuln/detail/CVE-2021-32760,easy(suggested),,,,,
CVE-2017-15865,frr,08-11-2017,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,cvssMetricV30,nvd@nist.gov,10,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"bgpd in FRRouting (FRR) before 2.0.2 and 3.x before 3.0.2, as used in Cumulus Linux before 3.4.3 and other products, allows remote attackers to obtain sensitive information via a malformed BGP UPDATE packet from a connected peer, which triggers trans",https://nvd.nist.gov/vuln/detail/CVE-2017-15865,easy(suggested),,,,,
CVE-2022-37032,frr,19-09-2022,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,cvssMetricV31,nvd@nist.gov,10,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,An out-of-bounds read in the BGP daemon of FRRouting FRR before 8.4 may lead to a segmentation fault and denial of service. This occurs in bgp_capability_msg_parse in bgpd/bgp_packet.c.,https://nvd.nist.gov/vuln/detail/CVE-2022-37032,easy(suggested),,,,,
CVE-2023-41360,frr,29-08-2023,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,cvssMetricV31,nvd@nist.gov,10,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,An issue was discovered in FRRouting FRR through 9.0. bgpd/bgp_packet.c can read the initial byte of the ORF header in an ahead-of-stream situation.,https://nvd.nist.gov/vuln/detail/CVE-2023-41360,easy(suggested),,,,,
CVE-2023-41909,frr,05-09-2023,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,10,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"An issue was discovered in FRRouting FRR through 9.0. bgp_nlri_parse_flowspec in bgpd/bgp_flowspec.c processes malformed requests with no attributes, leading to a NULL pointer dereference.",https://nvd.nist.gov/vuln/detail/CVE-2023-41909,easy(suggested),,,,,
CVE-2021-37624,freeswitch,25-10-2021,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,cvssMetricV31,security-advisories@github.com,10,cpe:2.3:a:freeswitch:freeswitch:*:*:*:*:*:*:*:*,"FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a software implementation that runs on any commodity hardware. Prior to version 1.10.7, FreeSWITCH does not authenticate SIP MESSA",https://nvd.nist.gov/vuln/detail/CVE-2021-37624,easy(suggested),,,,,
CVE-2022-31002,freeswitch,31-05-2022,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,security-advisories@github.com,10,cpe:2.3:a:signalwire:sofia-sip:*:*:*:*:*:*:*:*,"Sofia-SIP is an open-source Session Initiation Protocol (SIP) User-Agent library. Prior to version 1.13.8, an attacker can send a message with evil sdp to FreeSWITCH, which may cause a crash. This type of crash may be caused by a URL ending with `%`.",https://nvd.nist.gov/vuln/detail/CVE-2022-31002,easy(suggested),,,,,
CVE-2022-31001,freeswitch,31-05-2022,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,security-advisories@github.com,10,cpe:2.3:a:signalwire:sofia-sip:*:*:*:*:*:*:*:*,"Sofia-SIP is an open-source Session Initiation Protocol (SIP) User-Agent library. Prior to version 1.13.8, an attacker can send a message with evil sdp to FreeSWITCH, which may cause crash. This type of crash may be caused by `#define MATCH(s, m) (st",https://nvd.nist.gov/vuln/detail/CVE-2022-31001,easy(suggested),,,,,
CVE-2022-31003,freeswitch,31-05-2022,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,cvssMetricV31,security-advisories@github.com,10,cpe:2.3:a:signalwire:sofia-sip:*:*:*:*:*:*:*:*,"Sofia-SIP is an open-source Session Initiation Protocol (SIP) User-Agent library. Prior to version 1.13.8, when parsing each line of a sdp message, `rest = record + 2` will access the memory behind `\0` and cause an out-of-bounds write. An attacker c",https://nvd.nist.gov/vuln/detail/CVE-2022-31003,easy(suggested),,,,,
CVE-2018-16852,bind9,28-11-2018,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV30,secalert@redhat.com,10,cpe:2.3:a:samba:samba:*:*:*:*:*:*:*:*,"Samba from version 4.9.0 and before version 4.9.3 is vulnerable to a NULL pointer de-reference. During the processing of an DNS zone in the DNS management DCE/RPC server, the internal DNS server or the Samba DLZ plugin for BIND9, if the DSPROPERTY_ZO",https://nvd.nist.gov/vuln/detail/CVE-2018-16852,easy(suggested),,,,,
CVE-2018-5738,bind9,16-01-2019,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,cvssMetricV30,security-officer@isc.org,10,cpe:2.3:a:isc:bind:9.9.12:*:*:*:*:*:*:*,"Change #4777 (introduced in October 2017) introduced an unforeseen issue in releases which were issued after that date, affecting which clients are permitted to make recursive queries to a BIND nameserver. The intended (and documented) behavior is th",https://nvd.nist.gov/vuln/detail/CVE-2018-5738,easy(suggested),,,,,
CVE-2019-19627,rtp,06-12-2019,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,cvssMetricV31,nvd@nist.gov,10,cpe:2.3:a:ros:sros2:0.8.1:*:*:*:*:*:*:*,SROS 2 0.8.1 (after CVE-2019-19625 is mitigated) leaks ROS 2 node-related information regardless of the rtps_protection_kind configuration. (SROS2 provides the tools to generate and distribute keys for Robot Operating System 2 and uses the underlying,https://nvd.nist.gov/vuln/detail/CVE-2019-19627,easy(suggested),,,,,
CVE-2023-26076,5g,13-03-2023,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H,cvssMetricV31,cve@mitre.org,10,cpe:2.3:o:samsung:exynos_1280_firmware:-:*:*:*:*:*:*:*,"An issue was discovered in Samsung Mobile Chipset and Baseband Modem Chipset for Exynos 1280, Exynos 2200, Exynos Modem 5123, Exynos Modem 5300, and Exynos Auto T5123. An intra-object overflow in the 5G SM message codec can occur due to insufficient ",https://nvd.nist.gov/vuln/detail/CVE-2023-26076,easy(suggested),,,,,
CVE-2015-5367,lte,27-08-2015,6.9,AV:L/AC:M/Au:N/C:C/I:C/A:C,cvssMetricV2,nvd@nist.gov,10,cpe:2.3:a:hp:hspa\+_gobi_4g:12.500.00.15.1802:*:*:*:*:*:*:*,"The HP lt4112 LTE/HSPA+ Gobi 4G module with firmware before 12.500.00.15.1803 on EliteBook, ElitePad, Elite, ProBook, Spectre, ZBook, and mt41 Thin Client devices allows local users to gain privileges via unspecified vectors.",https://nvd.nist.gov/vuln/detail/CVE-2015-5367,easy(suggested),,,,,
CVE-2015-5368,lte,27-08-2015,7.8,AV:N/AC:M/Au:N/C:N/I:P/A:C,cvssMetricV2,nvd@nist.gov,10,cpe:2.3:a:hp:hspa\+_gobi_4g:12.500.00.15.1802:*:*:*:*:*:*:*,"The HP lt4112 LTE/HSPA+ Gobi 4G module with firmware before 12.500.00.15.1803 on EliteBook, ElitePad, Elite, ProBook, Spectre, ZBook, and mt41 Thin Client devices allows remote attackers to modify data or cause a denial of service, or execute arbitra",https://nvd.nist.gov/vuln/detail/CVE-2015-5368,easy(suggested),,,,,
CVE-2023-38407,frr,06-11-2023,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,9,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,bgpd/bgp_label.c in FRRouting (FRR) before 8.5 attempts to read beyond the end of the stream during labeled unicast parsing.,https://nvd.nist.gov/vuln/detail/CVE-2023-38407,easy(suggested),,,,,
CVE-2014-3556,nginx,29-12-2014,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,cvssMetricV2,nvd@nist.gov,8,cpe:2.3:a:f5:nginx:*:*:*:*:*:*:*:*,"The STARTTLS implementation in mail/ngx_mail_smtp_handler.c in the SMTP proxy in nginx 1.5.x and 1.6.x before 1.6.1 and 1.7.x before 1.7.4 does not properly restrict I/O buffering, which allows man-in-the-middle attackers to insert commands into encr",https://nvd.nist.gov/vuln/detail/CVE-2014-3556,easy(suggested),,,,,
CVE-2017-8301,nginx,27-04-2017,5.3,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:N,cvssMetricV30,nvd@nist.gov,8,cpe:2.3:a:openbsd:libressl:2.5.1:*:*:*:*:*:*:*,"LibreSSL 2.5.1 to 2.5.3 lacks TLS certificate verification if SSL_get_verify_result is relied upon for a later check of a verification result, in a use case where a user-provided verification callback returns 1, as demonstrated by acceptance of inval",https://nvd.nist.gov/vuln/detail/CVE-2017-8301,easy(suggested),,,,,
CVE-2018-12029,nginx,17-06-2018,7,CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,8,cpe:2.3:a:phusion:passenger:*:*:*:*:*:*:*:*,A race condition in the nginx module in Phusion Passenger 3.x through 5.x before 5.3.2 allows local escalation of privileges when a non-standard passenger_instance_registry_dir with insufficiently strict permissions is configured. Replacing a file wi,https://nvd.nist.gov/vuln/detail/CVE-2018-12029,easy(suggested),,,,,
CVE-2019-7401,nginx,08-02-2019,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,8,cpe:2.3:a:f5:nginx_unit:*:*:*:*:*:*:*:*,NGINX Unit before 1.7.1 might allow an attacker to cause a heap-based buffer overflow in the router process with a specially crafted request. This may result in a denial of service (router process crash) or possibly have unspecified other impact.,https://nvd.nist.gov/vuln/detail/CVE-2019-7401,easy(suggested),,,,,
CVE-2017-1002101,kubernetes,13-03-2018,8.8,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,jordan@liggitt.net,8,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"In Kubernetes versions 1.3.x, 1.4.x, 1.5.x, 1.6.x and prior to versions 1.7.14, 1.8.9 and 1.9.4 containers using subpath volume mounts with any volume type (including non-privileged pods, subject to file permissions) can access files/directories outs",https://nvd.nist.gov/vuln/detail/CVE-2017-1002101,easy(suggested),,,,,
CVE-2018-2475,kubernetes,09-10-2018,8.5,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,8,cpe:2.3:a:gardener:gardener:*:*:*:*:*:*:*:*,"Following the Gardener architecture, the Kubernetes apiserver of a Gardener managed shoot cluster resides in the corresponding seed cluster. Due to missing network isolation a shoot's apiserver can access services/endpoints in the private network of ",https://nvd.nist.gov/vuln/detail/CVE-2018-2475,easy(suggested),,,,,
CVE-2023-25153,containerd,16-02-2023,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,security-advisories@github.com,8,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,"containerd is an open source container runtime. Before versions 1.6.18 and 1.5.18, when importing an OCI image, there was no limit on the number of bytes read for certain files. A maliciously crafted image with a large file where a limit was not appl",https://nvd.nist.gov/vuln/detail/CVE-2023-25153,easy(suggested),,,,,
CVE-2023-31489,frr,09-05-2023,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,8,cpe:2.3:a:frrouting:frrouting:8.4.2:*:*:*:*:*:*:*,An issue found in Frrouting bgpd v.8.4.2 allows a remote attacker to cause a denial of service via the bgp_capability_llgr() function.,https://nvd.nist.gov/vuln/detail/CVE-2023-31489,easy(suggested),,,,,
CVE-2023-41359,frr,29-08-2023,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,cvssMetricV31,nvd@nist.gov,8,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,An issue was discovered in FRRouting FRR through 9.0. There is an out-of-bounds read in bgp_attr_aigp_valid in bgpd/bgp_attr.c because there is no check for the availability of two bytes during AIGP validation.,https://nvd.nist.gov/vuln/detail/CVE-2023-41359,easy(suggested),,,,,
CVE-2021-41157,freeswitch,26-10-2021,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,cvssMetricV31,security-advisories@github.com,8,cpe:2.3:a:freeswitch:freeswitch:*:*:*:*:*:*:*:*,"FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a software implementation that runs on any commodity hardware. By default, SIP requests of the type SUBSCRIBE are not authenticate",https://nvd.nist.gov/vuln/detail/CVE-2021-41157,easy(suggested),,,,,
CVE-2023-51443,freeswitch,27-12-2023,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,security-advisories@github.com,8,cpe:2.3:a:freeswitch:freeswitch:*:*:*:*:*:*:*:*,"FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a software implementation that runs on any commodity hardware. Prior to version 1.10.11, when handling DTLS-SRTP for media setup, ",https://nvd.nist.gov/vuln/detail/CVE-2023-51443,easy(suggested),,,,,
CVE-2014-2907,rtp,24-04-2014,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,cvssMetricV2,nvd@nist.gov,8,cpe:2.3:a:wireshark:wireshark:1.10.0:*:*:*:*:*:*:*,"The srtp_add_address function in epan/dissectors/packet-rtp.c in the RTP dissector in Wireshark 1.10.x before 1.10.7 does not properly update SRTP conversation data, which allows remote attackers to cause a denial of service (application crash) via a",https://nvd.nist.gov/vuln/detail/CVE-2014-2907,easy(suggested),,,,,
CVE-2015-1558,rtp,09-02-2015,3.5,AV:N/AC:M/Au:S/C:N/I:N/A:P,cvssMetricV2,nvd@nist.gov,8,cpe:2.3:a:digium:asterisk:12.0.0:*:*:*:*:*:*:*,"Asterisk Open Source 12.x before 12.8.1 and 13.x before 13.1.1, when using the PJSIP channel driver, does not properly reclaim RTP ports, which allows remote authenticated users to cause a denial of service (file descriptor consumption) via an SDP of",https://nvd.nist.gov/vuln/detail/CVE-2015-1558,easy(suggested),,,,,
CVE-2014-3953,sctp,15-07-2014,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,cvssMetricV2,nvd@nist.gov,8,cpe:2.3:o:freebsd:freebsd:8.4:*:*:*:*:*:*:*,"FreeBSD 8.4 before p14, 9.1 before p17, 9.2 before p10, and 10.0 before p7 does not properly initialize certain data structures, which allows local users to obtain sensitive information from kernel memory via a (1) SCTP_SNDRCV, (2) SCTP_EXTRCV, or (3",https://nvd.nist.gov/vuln/detail/CVE-2014-3953,easy(suggested),,,,,
CVE-2014-7252,lte,05-12-2014,4.6,AV:L/AC:L/Au:N/C:P/I:P/A:P,cvssMetricV2,nvd@nist.gov,8,cpe:2.3:o:disney_interactive:disney_mobile:-:*:*:*:*:*:*:*,"Multiple unspecified vulnerabilities in the Syslink driver for Texas Instruments OMAP mobile processor, as used on NTT DOCOMO ARROWS Tab LTE F-01D, ARROWS X LTE F-05D, Disney Mobile on docomo F-08D, REGZA Phone T-01D, and PRADA phone by LG L-02D; and",https://nvd.nist.gov/vuln/detail/CVE-2014-7252,easy(suggested),,,,,
CVE-2020-8561,kube-apiserver,20-09-2021,4.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:N/A:N,cvssMetricV31,jordan@liggitt.net,7,cpe:2.3:a:kubernetes:kubernetes:1.20.11:-:*:*:*:*:*:*,A security issue was discovered in Kubernetes where actors that control the responses of MutatingWebhookConfiguration or ValidatingWebhookConfiguration requests are able to redirect kube-apiserver requests to private networks of the apiserver. If tha,https://nvd.nist.gov/vuln/detail/CVE-2020-8561,easy(suggested),,,,,
CVE-2022-37035,frr,02-08-2022,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,7,cpe:2.3:a:frrouting:frrouting:8.3:-:*:*:*:*:*:*,"An issue was discovered in bgpd in FRRouting (FRR) 8.3. In bgp_notify_send_with_data() and bgp_process_packet() in bgp_packet.c, there is a possible use-after-free due to a race condition. This could lead to Remote Code Execution or Information Discl",https://nvd.nist.gov/vuln/detail/CVE-2022-37035,easy(suggested),,,,,
CVE-2023-38406,frr,06-11-2023,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,7,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"bgpd/bgp_flowspec.c in FRRouting (FRR) before 8.4.3 mishandles an nlri length of zero, aka a ""flowspec overflow.""",https://nvd.nist.gov/vuln/detail/CVE-2023-38406,easy(suggested),,,,,
CVE-2024-31948,frr,07-04-2024,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,134c704f-9b21-4f2e-91b3-4a467353bcc0,7,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"In FRRouting (FRR) through 9.1, an attacker using a malformed Prefix SID attribute in a BGP UPDATE packet can cause the bgpd daemon to crash.",https://nvd.nist.gov/vuln/detail/CVE-2024-31948,easy(suggested),,,,,
CVE-2024-31949,frr,07-04-2024,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,cvssMetricV31,134c704f-9b21-4f2e-91b3-4a467353bcc0,7,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"In FRRouting (FRR) through 9.1, an infinite loop can occur when receiving a MP/GR capability as a dynamic capability because malformed data results in a pointer not advancing.",https://nvd.nist.gov/vuln/detail/CVE-2024-31949,easy(suggested),,,,,
CVE-2014-0133,nginx,28-03-2014,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,cvssMetricV2,nvd@nist.gov,6,cpe:2.3:a:f5:nginx:*:*:*:*:*:*:*:*,Heap-based buffer overflow in the SPDY implementation in nginx 1.3.15 before 1.4.7 and 1.5.x before 1.5.12 allows remote attackers to execute arbitrary code via a crafted request.,https://nvd.nist.gov/vuln/detail/CVE-2014-0133,easy(suggested),,,,,
CVE-2016-5392,kubernetes,05-08-2016,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,cvssMetricV30,nvd@nist.gov,6,cpe:2.3:a:redhat:openshift:3.2:*:*:*:enterprise:*:*:*,"The API server in Kubernetes, as used in Red Hat OpenShift Enterprise 3.2, in a multi tenant environment allows remote authenticated users with knowledge of other project names to obtain sensitive project and user information via vectors related to t",https://nvd.nist.gov/vuln/detail/CVE-2016-5392,easy(suggested),,,,,
CVE-2018-1002100,kubernetes,02-06-2018,4.2,CVSS:3.0/AV:N/AC:H/PR:H/UI:R/S:U/C:N/I:H/A:N,cvssMetricV30,jordan@liggitt.net,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"In Kubernetes versions 1.5.x, 1.6.x, 1.7.x, 1.8.x, and prior to version 1.9.6, the kubectl cp command insecurely handles tar data returned from the container, and can be caused to overwrite arbitrary local files.",https://nvd.nist.gov/vuln/detail/CVE-2018-1002100,easy(suggested),,,,,
CVE-2016-7075,kubernetes,10-09-2018,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,cvssMetricV30,secalert@redhat.com,6,cpe:2.3:a:kubernetes:kubernetes:-:*:*:*:*:*:*:*,It was found that Kubernetes as used by Openshift Enterprise 3 did not correctly validate X.509 client intermediate certificate host name fields. An attacker could use this flaw to bypass authentication requirements by using a specially crafted X.509,https://nvd.nist.gov/vuln/detail/CVE-2016-7075,medium(suggested),,,,,
CVE-2018-1002101,kubernetes,05-12-2018,5.9,CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:N,cvssMetricV30,jordan@liggitt.net,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"In Kubernetes versions 1.9.0-1.9.9, 1.10.0-1.10.5, and 1.11.0-1.11.1, user input was handled insecurely while setting up volume mounts on Windows nodes, which could lead to command line argument injection.",https://nvd.nist.gov/vuln/detail/CVE-2018-1002101,medium(suggested),,,,,
CVE-2019-11243,kubernetes,22-04-2019,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"In Kubernetes v1.12.0-v1.12.4 and v1.13.0, the rest.AnonymousClientConfig() method returns a copy of the provided config, with credentials removed (bearer token, username/password, and client certificate/key data). In the affected versions, rest.Anon",https://nvd.nist.gov/vuln/detail/CVE-2019-11243,medium(suggested),,,,,
CVE-2019-10338,kubernetes,11-06-2019,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,6,cpe:2.3:a:jenkins:jx_resources:*:*:*:*:*:jenkins:*:*,"A cross-site request forgery vulnerability in Jenkins JX Resources Plugin 1.0.36 and earlier in GlobalPluginConfiguration#doValidateClient allowed attackers to have Jenkins connect to an attacker-specified Kubernetes server, potentially leaking crede",https://nvd.nist.gov/vuln/detail/CVE-2019-10338,medium(suggested),,,,,
CVE-2019-10339,kubernetes,11-06-2019,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:jenkins:jx_resources:*:*:*:*:*:jenkins:*:*,"A missing permission check in Jenkins JX Resources Plugin 1.0.36 and earlier in GlobalPluginConfiguration#doValidateClient allowed users with Overall/Read access to have Jenkins connect to an attacker-specified Kubernetes server, potentially leaking ",https://nvd.nist.gov/vuln/detail/CVE-2019-10339,medium(suggested),,,,,
